balloonsize,beacons,day,detected_burst.burst_ft,detected_burst.burst_m,detected_burst.detected,flight,flighttime,flighttime_secs,h2fill,landing_location.altitude_ft,landing_location.altitude_m,landing_location.distance_from_launch_km,landing_location.distance_from_launch_mi,landing_location.latitude,landing_location.longitude,launch_location.altitude_ft,launch_location.altitude_m,launch_location.latitude,launch_location.longitude,liftfactor,maxaltitude_ft,maxaltitude_m,numpoints,parachute.description,parachute.size_ft,parachute.size_m,parachute.weight_kg,parachute.weight_lb,range_distance_traveled_km,range_distance_traveled_mi,reynolds_transitions,weights.balloon_kg,weights.balloon_lb,weights.client_kg,weights.client_lb,weights.eoss_kg,weights.eoss_lb,weights.gross_kg,weights.gross_lb,weights.necklift_kg,weights.necklift_lb,weights.neckload_kg,weights.neckload_lb,weights.parachute_kg,weights.parachute_lb
1500gm,"[""KE0BMV-11"",""KC0D-15""]",2022-04-09,92743.0,28268.07,true,EOSS-324,2hrs 10mins 24secs,7824.0,283,5425.0,1653.54,83.7,52.01,39.36783333333333,-103.11616666666667,5218.0,1590.45,39.60766666666667,-104.04133333333333,1.25,92462.0,28182.42,492,Rocketman,10.0,3.05,1.02,2.25,83.7,52.01,"[{""altitude_ft"":51806.0,""altitude_m"":15790.47,""transition"":""high_to_low""}]",1.5,3.31,3.91,8.62,1.18,2.6,7.61,16.77,8.01,17.66,6.11,13.47,1.02,2.25
