flightid,callsign,receivetime,packettime,altitude_ft,altitude_m,vert_rate_ftmin,elapsed_secs,flight_phase,position_packet,info,raw,bearing,speed_mph,speed_kph,latitude,longitude,distance_from_launch_mi,distance_from_launch_km,temperature_f,temperature_c,temperature_k,pressure_pa,pressure_atm,airdensity_slugs,airdensity_kgm3,velocity_x_degs,velocity_y_degs,velocity_z_fts,velocity_z_ms,airflow,acceleration_fts2,velocity_mean_fts,acceleration_mean_fts2,velocity_std_fts,acceleration_std_fts2,velocity_norm_fts,acceleration_norm_fts2,velocity_curvefit_fts,acceleration_ms2,velocity_mean_ms,acceleration_mean_ms2,velocity_std_ms,acceleration_std_ms2,velocity_norm_ms,acceleration_norm_ms2,velocity_curvefit_ms,reynolds_transition
EOSS-303,K0SCC-14,2020-11-01T06:57:10.417,2020-11-01T13:56:52.000,4561.0,1390.19,0.0,0.0,ascending,true,/135652h4013.54N/10404.61WO271/000eEOSS.org Balloon/A=004561!W67!,"K0SCC-14>APTT4,EOSSD,EOSSD,qAO,N2XGL-12:/135652h4013.54N/10404.61WO271/000eEOSS.org Balloon/A=004561!W67!",271.0,0.0,0.0,40.22576666666667,-104.07695000000001,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,high Re,,0.0,,,,,,9.418277,,0.0,,,,,,2.372489,""
EOSS-303,KC0D-3,2020-11-01T06:57:04.094,2020-11-01T13:57:00.000,4712.0,1436.22,314.0,8.0,ascending,true,/135700h4013.55N/10404.57WO096/010/A=004712 -14T3143700P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/135700h4013.55N/10404.57WO096/010/A=004712 -14T3143700P EOSS BALLOON",96.0,12.0,19.3,40.225833333333334,-104.07616666666667,0.04,0.06,,,,,,,,0.00002222,5.56e-6,5.23333333,1.59533333,high Re,0.174444,2.616667,0.174444,3.700525,,0.707107,,10.750344,0.053178,0.797667,0.053178,1.128071,,0.707106,,2.915934,""
EOSS-303,KC0D-1,2020-11-01T06:57:16.816,2020-11-01T13:57:15.000,5126.0,1562.4,1118.0,23.0,ascending,true,/135715h4013.56N/10404.52WO089/009!W25!/A=005126 169T8552P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,qAO,W0ARP-2:/135715h4013.56N/10404.52WO089/009!W25!/A=005126 169T8552P EOSS BALLOON",89.0,10.0,16.1,40.22603333333333,-104.07541666666667,0.08,0.13,62.42,16.9,290.05,85520.0,0.84,0.00199302,1.02715804,0.00005167,0.00001,18.63333333,5.67933333,high Re,0.446667,7.955556,0.310556,9.610315,0.192491,1.111075,0.707103,13.897519,0.136133,2.424889,0.094656,2.929134,0.058658,1.11106,0.707099,4.164362,""
EOSS-303,K0SCC-14,2020-11-01T06:57:44.504,2020-11-01T13:57:21.000,5086.0,1550.21,1086.2,29.0,ascending,true,/135721h4013.56N/10404.50WO074/013eEOSS.org Balloon/A=005086!W33!,"K0SCC-14>APTT4,EOSSD,EOSSD,qAO,N2XGL-12:/135721h4013.56N/10404.50WO074/013eEOSS.org Balloon/A=005086!W33!",74.0,15.0,24.1,40.22605,-104.07505,0.1,0.16,,,,,,,,0.00006552,9.77e-6,18.10344828,5.51793103,high Re,-0.018272,10.492529,0.200946,9.344358,0.2336,0.814494,-0.938433,13.623595,-0.005566,3.198149,0.061248,2.848089,0.071193,0.814505,-0.938491,4.057978,""
EOSS-303,KC0D-3,2020-11-01T06:57:32.053,2020-11-01T13:57:30.000,5318.0,1620.93,1212.0,38.0,ascending,true,/135730h4013.57N/10404.47WO075/015/A=005318 58T3081556P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N6BA-10:/135730h4013.57N/10404.47WO075/015/A=005318 58T3081556P EOSS BALLOON",75.0,17.0,27.4,40.226166666666664,-104.0745,0.13,0.21,,,,,,,,0.00005556,0.00001111,20.2,6.157,high Re,0.069885,12.434023,0.168181,9.183397,0.201677,0.845654,-0.487393,15.12956,0.021302,3.78992,0.051262,2.799048,0.061465,0.845673,-0.487432,4.636674,""
EOSS-303,KC0D-1,2020-11-01T06:57:46.842,2020-11-01T13:57:45.000,5738.0,1748.94,1224.0,53.0,ascending,true,/135745h4013.58N/10404.40WO067/012!W58!/A=005738 170T8358P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,qAO,W0ARP-2:/135745h4013.58N/10404.40WO067/012!W58!/A=005738 170T8358P EOSS BALLOON",67.0,14.0,22.5,40.22641666666667,-104.07346666666668,0.19,0.31,62.6,17.0,290.15,83580.0,0.82,0.00194713,1.00351124,0.000065,0.00001278,20.4,6.218,high Re,0.006667,13.761686,0.135878,8.834249,0.189004,0.751429,-0.683642,17.387022,0.002033,4.1946,0.041416,2.692644,0.057603,0.751455,-0.683697,5.469597,""
EOSS-303,KC0D-3,2020-11-01T06:58:04.086,2020-11-01T13:58:00.000,5948.0,1812.95,1260.0,68.0,ascending,true,/135800h4013.61N/10404.33WO062/015/A=005948 92T3019116P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N6BA-10:/135800h4013.61N/10404.33WO062/015/A=005948 92T3019116P EOSS BALLOON",62.0,17.0,27.4,40.22683333333333,-104.07216666666666,0.26,0.42,,,,,,,,0.00007778,0.00002222,21.0,6.40066667,high Re,0.02,14.795731,0.116565,8.515948,0.175545,0.728547,-0.550087,18.314916,0.006089,4.509752,0.035528,2.59561,0.053502,0.728505,-0.550241,5.796314,""
EOSS-303,KC0D-1,2020-11-01T06:58:16.849,2020-11-01T13:58:15.000,6370.0,1941.58,1264.0,83.0,ascending,true,/135815h4013.63N/10404.27WO068/008!W10!/A=006370 172T8167P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,qAO,W0ARP-2:/135815h4013.63N/10404.27WO068/008!W10!/A=006370 172T8167P EOSS BALLOON",68.0,9.0,14.5,40.227183333333336,-104.07116666666667,0.32,0.51,62.96,17.2,290.35,81670.0,0.81,0.00190133,0.9799032,0.00007667,0.00002556,21.06666667,6.42133333,high Re,0.002222,15.579598,0.10023,8.19004,0.165975,0.669968,-0.590499,19.831907,0.000689,4.7487,0.030551,2.496298,0.050585,0.670046,-0.590333,6.302228,""
EOSS-303,K0SCC-14,2020-11-01T06:58:23.474,2020-11-01T13:58:19.000,6333.0,1930.3,1290.0,87.0,ascending,true,/135819h4013.63N/10404.25WO073/007eEOSS.org Balloon/A=006333!W46!,"K0SCC-14>APTT4,EOSSD,EOSSD,qAO,N2XGL-12:/135819h4013.63N/10404.25WO073/007eEOSS.org Balloon/A=006333!W46!",73.0,8.0,12.9,40.22723333333334,-104.07093333333334,0.33,0.53,,,,,,,,0.00007098,0.0000204,21.5,6.55327586,high Re,0.007471,16.23742,0.088635,7.911178,0.157124,0.665208,-0.51656,19.715873,0.002275,4.949208,0.027017,2.411306,0.047888,0.665228,-0.516664,6.265077,""
EOSS-303,KC0D-3,2020-11-01T06:58:32.108,2020-11-01T13:58:30.000,6581.0,2005.89,1266.0,98.0,ascending,true,/135830h4013.64N/10404.23WO079/011/A=006581 117T2957287P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N2XGL-12:/135830h4013.64N/10404.23WO079/011/A=006581 117T2957287P EOSS BALLOON",79.0,13.0,20.9,40.227333333333334,-104.0705,0.36,0.58,,,,,,,,0.00005556,0.00001667,21.1,6.43133333,high Re,-0.013333,16.723678,0.077306,7.615584,0.150855,0.574653,-0.600835,20.437087,-0.004065,5.097421,0.023563,2.321211,0.045977,0.574662,-0.600909,6.49053,""
EOSS-303,KC0D-1,2020-11-01T06:58:46.828,2020-11-01T13:58:45.000,7006.0,2135.43,1272.0,113.0,ascending,true,/135845h4013.65N/10404.17WO089/012!W38!/A=007006 174T7977P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,qAO,W0ARP-2:/135845h4013.65N/10404.17WO089/012!W38!/A=007006 174T7977P EOSS BALLOON",89.0,14.0,22.5,40.22755,-104.06963333333334,0.4,0.64,63.32,17.4,290.55,79770.0,0.79,0.00185581,0.95644755,0.00005111,0.00001222,21.2,6.46166667,high Re,0.003333,17.130617,0.069908,7.349761,0.144138,0.553676,-0.461884,21.393408,0.001011,5.221443,0.021308,2.240182,0.04393,0.553626,-0.462031,6.763233,""
EOSS-303,K0SCC-14,2020-11-01T06:58:57.263,2020-11-01T13:58:48.000,6956.0,2120.19,1289.0,116.0,ascending,true,/135848h4013.65N/10404.16WO093/015eEOSS.org Balloon/A=006956!W35!,"K0SCC-14>APTT4,EOSSD,EOSSD,qAO,N2XGL-12:/135848h4013.65N/10404.16WO093/015eEOSS.org Balloon/A=006956!W35!",93.0,17.0,27.4,40.22755,-104.06941666666667,0.42,0.68,,,,,,,,0.0000523,0.00001092,21.48275862,6.54793103,high Re,0.00975,17.493295,0.064439,7.119453,0.137939,0.560361,-0.396472,21.297437,0.002975,5.331984,0.019641,2.169984,0.042041,0.560348,-0.396423,6.737705,""
EOSS-303,KC0D-3,2020-11-01T06:59:04.367,2020-11-01T13:59:00.000,7203.0,2195.47,1244.0,128.0,ascending,true,/135900h4013.65N/10404.11WO089/014/A=007203 125T2896724P EOSS BALLOON,"KC0D-3>APZEOS,EOSS,WIDE2-1,qAO,N6BA-10:/135900h4013.65N/10404.11WO089/014/A=007203 125T2896724P EOSS BALLOON",89.0,16.0,25.7,40.2275,-104.0685,0.46,0.74,,,,,,,,0.00006667,5.56e-6,20.73333333,6.31933333,high Re,-0.024981,17.742529,0.056988,6.875336,0.134029,0.435005,-0.611577,21.732932,-0.00762,5.407934,0.01737,2.09557,0.04085,0.434917,-0.61175,6.848912,""
EOSS-303,KC0D-1,2020-11-01T06:59:16.880,2020-11-01T13:59:15.000,7662.0,2335.38,1312.0,143.0,ascending,true,/135915h4013.65N/10404.02WO090/016!W06!/A=007662 176T7790P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,qAO,W0ARP-2:/135915h4013.65N/10404.02WO090/016!W06!/A=007662 176T7790P EOSS BALLOON",90.0,18.0,29.0,40.2275,-104.0671,0.53,0.85,63.68,17.6,290.75,77900.0,0.77,0.00181106,0.93338364,0.00008444,-1.67e-6,21.86666667,6.665,high Re,0.037778,18.03711,0.05551,6.696937,0.128434,0.571837,-0.138063,22.312737,0.011522,5.497724,0.01692,2.041197,0.039144,0.571859,-0.137901,6.969687,""
EOSS-303,K0SCC-14,2020-11-01T06:59:31.494,2020-11-01T13:59:17.000,7593.0,2314.35,1317.9,145.0,ascending,true,/135917h4013.65N/10404.01WO091/018eEOSS.org Balloon/A=007593!W02!,"K0SCC-14>APTT4,EOSSD,EOSSD,qAO,N6BA-10:/135917h4013.65N/10404.01WO091/018eEOSS.org Balloon/A=007593!W02!",91.0,21.0,33.8,40.2275,-104.06686666666667,0.54,0.87,,,,,,,,0.00008793,-1.72e-6,21.96551724,6.69517241,high Re,0.003409,18.299004,0.051789,6.532557,0.124178,0.561268,-0.389602,22.24252,0.00104,5.577554,0.015785,1.991098,0.037847,0.561308,-0.389595,6.957662,""
