flightid,callsign,receivetime,packettime,altitude_ft,altitude_m,vert_rate_ftmin,elapsed_secs,flight_phase,position_packet,info,raw,bearing,speed_mph,speed_kph,latitude,longitude,distance_from_launch_mi,distance_from_launch_km,temperature_f,temperature_c,temperature_k,pressure_pa,pressure_atm,airdensity_slugs,airdensity_kgm3,velocity_x_degs,velocity_y_degs,velocity_z_fts,velocity_z_ms,airflow,acceleration_fts2,velocity_mean_fts,acceleration_mean_fts2,velocity_std_fts,acceleration_std_fts2,velocity_norm_fts,acceleration_norm_fts2,velocity_curvefit_fts,acceleration_ms2,velocity_mean_ms,acceleration_mean_ms2,velocity_std_ms,acceleration_std_ms2,velocity_norm_ms,acceleration_norm_ms2,velocity_curvefit_ms,reynolds_transition
EOSS-340,AE0SS-13,2023-04-22T07:16:12.655,2023-04-22T13:16:11.000,5234.0,1595.32,0.0,0.0,ascending,true,/131611h3936.46N/10402.47WO018/000EOSS Baloon/A=005234!W57!,"AE0SS-13>APTT4,EOSS,qAO,AE0SS-1:/131611h3936.46N/10402.47WO018/000EOSS Baloon/A=005234!W57!",18.0,0.0,0.0,39.60775,-104.04128333333334,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,high Re,,0.0,,,,,,5.735566,,0.0,,,,,,1.748195,""
EOSS-340,KC0D-1,2023-04-22T07:16:31.989,2023-04-22T13:16:30.000,5443.0,1659.03,436.0,19.0,ascending,true,/131630h3936.45N/10402.47WO188/007/A=005443 282T8400P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/131630h3936.45N/10402.47WO188/007/A=005443 282T8400P EOSS BALLOON",188.0,8.0,12.9,39.6075,-104.04116666666667,0.02,0.03,82.76,28.2,301.35,84000.0,0.83,0.00188419,0.97107,5.56e-6,-0.00001111,7.26666667,2.215,high Re,0.242222,3.633333,0.242222,5.138309,,0.707107,,8.293615,0.073833,1.1075,0.073833,1.566242,,0.707107,,2.527965,""
EOSS-340,AE0SS-13,2023-04-22T07:16:42.467,2023-04-22T13:16:41.000,5604.0,1708.1,740.0,30.0,ascending,true,/131641h3936.43N/10402.48WO230/006EOSS Baloon/A=005604!W40!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/131641h3936.43N/10402.48WO230/006EOSS Baloon/A=005604!W40!",230.0,7.0,11.3,39.60723333333333,-104.04133333333333,0.04,0.06,,,,,,,,-1.67e-6,-0.00001722,12.33333333,3.75933333,high Re,0.168889,6.533333,0.205556,6.199283,0.051854,0.935592,-0.70712,9.991822,0.051478,1.991444,0.062656,1.889611,0.015807,0.935584,-0.707155,3.045541,""
EOSS-340,KC0D-1,2023-04-22T07:17:02.018,2023-04-22T13:17:00.000,5983.0,1823.62,1080.0,49.0,ascending,true,/131700h3936.40N/10402.49WO164/008/A=005983 279T8225P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/131700h3936.40N/10402.49WO164/008/A=005983 279T8225P EOSS BALLOON",164.0,9.0,14.5,39.60666666666667,-104.0415,0.08,0.13,82.22,27.9,301.05,82250.0,0.81,0.00184677,0.9517869,-0.00001111,-0.00002778,18.0,5.48633333,high Re,0.188889,9.4,0.2,7.647997,0.037908,1.124477,-0.293104,13.183017,0.057567,2.865167,0.060959,2.33109,0.011557,1.124438,-0.293502,4.018212,""
EOSS-340,AE0SS-13,2023-04-22T07:17:12.371,2023-04-22T13:17:11.000,6149.0,1874.22,1090.0,60.0,ascending,true,/131711h3936.36N/10402.48WO179/007EOSS Baloon/A=006149!W85!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/131711h3936.36N/10402.48WO179/007EOSS Baloon/A=006149!W85!",179.0,8.0,12.9,39.60613333333333,-104.04141666666666,0.11,0.18,,,,,,,,-2.78e-6,-0.00003667,18.16666667,5.53733333,high Re,0.005556,11.153333,0.151389,7.696738,0.10203,0.911209,-1.429315,14.272766,0.0017,3.3996,0.046145,2.345971,0.031096,0.911236,-1.429284,4.350383,""
EOSS-340,KC0D-1,2023-04-22T07:17:31.997,2023-04-22T13:17:30.000,6503.0,1982.11,1040.0,79.0,ascending,true,/131730h3936.33N/10402.50WO228/011/A=006503 276T8058P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/131730h3936.33N/10402.50WO228/011/A=006503 276T8058P EOSS BALLOON",228.0,13.0,20.9,39.6055,-104.04166666666667,0.16,0.26,81.68,27.6,300.75,80580.0,0.8,0.00181108,0.933392,-5.56e-6,-0.00003889,17.33333333,5.283,high Re,-0.027778,12.183333,0.115556,7.331932,0.11928,0.702407,-1.20166,16.081095,-0.008478,3.7135,0.03522,2.23474,0.036359,0.702319,-1.201848,4.901509,""
EOSS-340,AE0SS-13,2023-04-22T07:17:42.295,2023-04-22T13:17:41.000,6694.0,2040.33,1090.0,90.0,ascending,true,/131741h3936.29N/10402.51WO182/008EOSS Baloon/A=006694!W88!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/131741h3936.29N/10402.51WO182/008EOSS Baloon/A=006694!W88!",182.0,9.0,14.5,39.60496666666666,-104.04196666666667,0.2,0.32,,,,,,,,-0.00001833,-0.00003889,18.16666667,5.537,high Re,0.027778,13.038095,0.100926,7.064843,0.112545,0.725929,-0.649944,16.808735,0.008467,3.974,0.030761,2.15331,0.034305,0.725859,-0.649876,5.123306,""
EOSS-340,KC0D-1,2023-04-22T07:18:01.997,2023-04-22T13:18:00.000,7028.0,2142.13,1050.0,109.0,ascending,true,/131800h3936.25N/10402.52WO206/008/A=007028 272T7893P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/131800h3936.25N/10402.52WO206/008/A=007028 272T7893P EOSS BALLOON",206.0,9.0,14.5,39.604166666666664,-104.042,0.25,0.4,80.96,27.2,300.35,78930.0,0.78,0.00177636,0.91549698,-0.00001111,-0.00004444,17.5,5.334,high Re,-0.022222,13.595833,0.083333,6.728321,0.112791,0.580259,-0.935846,17.742922,-0.006767,4.144,0.0254,2.050744,0.034379,0.580277,-0.935658,5.408038,""
EOSS-340,AE0SS-13,2023-04-22T07:18:12.306,2023-04-22T13:18:11.000,7193.0,2192.43,998.0,120.0,ascending,true,/131811h3936.22N/10402.52WO161/013EOSS Baloon/A=007193!W23!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/131811h3936.22N/10402.52WO161/013EOSS Baloon/A=007193!W23!",161.0,15.0,24.1,39.6037,-104.04205,0.28,0.45,,,,,,,,-2.78e-6,-0.00004222,16.63333333,5.07,high Re,-0.028889,13.933333,0.069306,6.37469,0.111708,0.42355,-0.879033,18.071241,-0.0088,4.246889,0.021125,1.94297,0.034048,0.423635,-0.878906,5.508125,""
EOSS-340,KC0D-1,2023-04-22T07:18:31.975,2023-04-22T13:18:30.000,7544.0,2299.41,1032.0,139.0,ascending,true,/131830h3936.17N/10402.54WO163/010/A=007544 268T7734P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/131830h3936.17N/10402.54WO163/010/A=007544 268T7734P EOSS BALLOON",163.0,12.0,19.3,39.602833333333336,-104.04233333333333,0.34,0.55,80.24,26.8,299.95,77340.0,0.76,0.00174289,0.89825108,-0.00001111,-0.00004444,17.2,5.24266667,high Re,0.018889,14.26,0.063704,6.098245,0.105836,0.482106,-0.423438,18.53718,0.005756,4.346467,0.019417,1.858717,0.032258,0.48216,-0.423492,5.650135,""
EOSS-340,AE0SS-13,2023-04-22T07:18:42.361,2023-04-22T13:18:41.000,7714.0,2351.23,1042.0,150.0,ascending,true,/131841h3936.14N/10402.55WO197/015EOSS Baloon/A=007714!W00!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/131841h3936.14N/10402.55WO197/015EOSS Baloon/A=007714!W00!",197.0,17.0,27.4,39.602333333333334,-104.0425,0.38,0.61,,,,,,,,-0.000015,-0.00004556,17.36666667,5.29333333,high Re,0.005556,14.542424,0.057889,5.860643,0.101463,0.4819,-0.515784,18.669875,0.001689,4.432545,0.017645,1.786296,0.030926,0.481884,-0.515941,5.690583,""
EOSS-340,KC0D-1,2023-04-22T07:19:02.028,2023-04-22T13:19:00.000,8067.0,2458.82,1046.0,169.0,ascending,true,/131900h3936.07N/10402.58WO202/019/A=008067 265T7576P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/131900h3936.07N/10402.58WO202/019/A=008067 265T7576P EOSS BALLOON",202.0,22.0,35.4,39.601166666666664,-104.043,0.46,0.74,79.7,26.5,299.65,75760.0,0.75,0.001709,0.8807814,-0.00002222,-0.00005556,17.43333333,5.31366667,high Re,0.002222,14.783333,0.052828,5.649877,0.097709,0.469037,-0.517926,18.799009,0.000678,4.505972,0.016102,1.722055,0.029781,0.46903,-0.517914,5.72994,""
EOSS-340,AE0SS-13,2023-04-22T07:19:12.256,2023-04-22T13:19:11.000,8229.0,2508.2,1030.0,180.0,ascending,true,/131911h3936.01N/10402.58WO177/020EOSS Baloon/A=008229!W88!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/131911h3936.01N/10402.58WO177/020EOSS Baloon/A=008229!W88!",177.0,23.0,37.0,39.6003,-104.04313333333334,0.52,0.84,,,,,,,,-0.00002111,-0.00006778,17.16666667,5.23233333,high Re,-0.008889,14.966667,0.047685,5.449584,0.09485,0.4037,-0.596458,18.806462,-0.002711,4.561846,0.014534,1.661004,0.02891,0.403664,-0.596506,5.732212,""
EOSS-340,KC0D-1,2023-04-22T07:19:32.023,2023-04-22T13:19:30.000,8593.0,2619.15,1052.0,199.0,ascending,true,/131930h3935.96N/10402.60WO168/006/A=008593 259T7421P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/131930h3935.96N/10402.60WO168/006/A=008593 259T7421P EOSS BALLOON",168.0,7.0,11.3,39.599333333333334,-104.04333333333334,0.59,0.95,78.62,25.9,299.05,74210.0,0.73,0.00167739,0.86449219,-0.00001111,-0.00006111,17.53333333,5.34433333,high Re,0.012222,15.15,0.044957,5.280536,0.091343,0.451343,-0.358374,18.740135,0.003733,4.617738,0.013703,1.609485,0.027841,0.451446,-0.358105,5.711994,""
EOSS-340,AE0SS-13,2023-04-22T07:19:42.288,2023-04-22T13:19:41.000,8768.0,2672.49,1078.0,210.0,ascending,true,/131941h3935.93N/10402.57WO162/006EOSS Baloon/A=008768!W47!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/131941h3935.93N/10402.57WO162/006EOSS Baloon/A=008768!W47!",162.0,7.0,11.3,39.5989,-104.04295,0.62,1.0,,,,,,,,6.11e-6,-0.00004667,17.96666667,5.47633333,high Re,0.014444,15.337778,0.042778,5.14016,0.088138,0.511441,-0.321473,18.679118,0.0044,4.674978,0.013039,1.566703,0.026864,0.511492,-0.321583,5.693396,""
EOSS-340,KC0D-1,2023-04-22T07:20:02.021,2023-04-22T13:20:00.000,9137.0,2784.96,1088.0,229.0,ascending,true,/132000h3935.90N/10402.53WO114/013/A=009137 257T7264P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/132000h3935.90N/10402.53WO114/013/A=009137 257T7264P EOSS BALLOON",114.0,15.0,24.1,39.598333333333336,-104.04216666666666,0.65,1.05,78.26,25.7,298.85,72640.0,0.72,0.001643,0.84676914,0.00003889,-0.00003333,18.13333333,5.527,high Re,0.005556,15.5125,0.040296,5.014806,0.085474,0.522619,-0.406439,18.515395,0.001689,4.728229,0.012282,1.528493,0.026052,0.522587,-0.40661,5.643493,""
EOSS-340,AE0SS-13,2023-04-22T07:20:12.310,2023-04-22T13:20:11.000,9299.0,2834.34,1062.0,240.0,ascending,true,/132011h3935.88N/10402.50WO164/007EOSS Baloon/A=009299!W44!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/132011h3935.88N/10402.50WO164/007EOSS Baloon/A=009299!W44!",164.0,8.0,12.9,39.59806666666667,-104.04173333333334,0.67,1.08,,,,,,,,0.00004056,-0.00002778,17.7,5.395,high Re,-0.014444,15.641176,0.036875,4.884464,0.083702,0.421505,-0.613116,18.435801,-0.0044,4.767451,0.01124,1.488766,0.025512,0.421523,-0.613045,5.619232,""
EOSS-340,KC0D-1,2023-04-22T07:20:31.990,2023-04-22T13:20:30.000,9680.0,2950.46,1086.0,259.0,ascending,true,/132030h3935.85N/10402.46WO154/008/A=009680 252T7111P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/132030h3935.85N/10402.46WO154/008/A=009680 252T7111P EOSS BALLOON",154.0,9.0,14.5,39.5975,-104.041,0.71,1.14,77.36,25.2,298.35,71110.0,0.7,0.00161109,0.83032303,0.00003889,-0.00002778,18.1,5.51666667,high Re,0.013333,15.777778,0.03549,4.773935,0.081245,0.486438,-0.272718,18.248225,0.004056,4.809074,0.010817,1.455071,0.024763,0.486294,-0.273028,5.562062,""
EOSS-340,AE0SS-13,2023-04-22T07:20:42.294,2023-04-22T13:20:41.000,9844.0,3000.45,1090.0,270.0,ascending,true,/132041h3935.82N/10402.43WO111/012EOSS Baloon/A=009844!W60!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/132041h3935.82N/10402.43WO111/012EOSS Baloon/A=009844!W60!",111.0,14.0,22.5,39.597100000000005,-104.0405,0.74,1.19,,,,,,,,0.00004111,-0.00003222,18.16666667,5.537,high Re,0.002222,15.903509,0.033642,4.671689,0.079208,0.484441,-0.396677,18.172078,0.000678,4.847386,0.010254,1.423902,0.024143,0.484313,-0.396637,5.538851,""
EOSS-340,KC0D-1,2023-04-22T07:21:02.019,2023-04-22T13:21:00.000,10220.0,3115.06,1080.0,289.0,ascending,true,/132100h3935.80N/10402.37WO112/012/A=010220 251T6962P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/132100h3935.80N/10402.37WO112/012/A=010220 251T6962P EOSS BALLOON",112.0,14.0,22.5,39.596666666666664,-104.0395,0.77,1.24,77.18,25.1,298.25,69620.0,0.69,0.00157786,0.81319746,0.00005,-0.00002778,18.0,5.48666667,high Re,-0.005556,16.008333,0.031579,4.57119,0.0775,0.4357,-0.479161,18.018646,-0.001678,4.87935,0.009626,1.393277,0.023621,0.435891,-0.478557,5.492083,""
EOSS-340,AE0SS-13,2023-04-22T07:21:12.225,2023-04-22T13:21:11.000,10375.0,3162.3,1062.0,300.0,ascending,true,/132111h3935.78N/10402.34WO159/010EOSS Baloon/A=010375!W82!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/132111h3935.78N/10402.34WO159/010EOSS Baloon/A=010375!W82!",159.0,12.0,19.3,39.596466666666664,-104.03903333333334,0.79,1.27,,,,,,,,0.00004889,-0.00002111,17.7,5.395,high Re,-0.01,16.088889,0.0295,4.470711,0.076004,0.36037,-0.519709,17.96635,-0.003056,4.903905,0.008992,1.362652,0.023166,0.360396,-0.520073,5.476144,""
EOSS-340,KC0D-1,2023-04-22T07:21:32.000,2023-04-22T13:21:30.000,10747.0,3275.69,1054.0,319.0,ascending,true,/132130h3935.75N/10402.30WO145/010/A=010747 246T6819P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/132130h3935.75N/10402.30WO145/010/A=010747 246T6819P EOSS BALLOON",145.0,12.0,19.3,39.59583333333333,-104.03833333333333,0.84,1.35,76.28,24.6,297.75,68190.0,0.67,0.00154805,0.79783185,0.00003889,-0.00002778,17.56666667,5.35433333,high Re,-0.004444,16.156061,0.027884,4.374329,0.074448,0.322474,-0.434236,17.871979,-0.001356,4.924379,0.008499,1.333275,0.022692,0.32248,-0.434294,5.447379,""
EOSS-340,AE0SS-13,2023-04-22T07:21:42.230,2023-04-22T13:21:41.000,10897.0,3321.41,1044.0,330.0,ascending,true,/132141h3935.72N/10402.27WO126/008EOSS Baloon/A=010897!W22!,"AE0SS-13>APTT4,EOSS,qAO,W0ARP-2:/132141h3935.72N/10402.27WO126/008EOSS Baloon/A=010897!W22!",126.0,9.0,14.5,39.59536666666667,-104.03786666666667,0.87,1.4,,,,,,,,0.00003889,-0.00003667,17.4,5.30366667,high Re,-0.005556,16.210145,0.026364,4.28162,0.073003,0.277898,-0.437242,17.847288,-0.001689,4.94087,0.008036,1.30502,0.022251,0.278001,-0.437059,5.439853,""
EOSS-340,KC0D-1,2023-04-22T07:22:02.057,2023-04-22T13:22:00.000,11298.0,3443.63,1102.0,349.0,ascending,true,/132200h3935.67N/10402.21WO114/009/A=011298 245T6671P EOSS BALLOON,"KC0D-1>APZEOS,EOSS,WIDE2-1,qAO,AE0SS-1:/132200h3935.67N/10402.21WO114/009/A=011298 245T6671P EOSS BALLOON",114.0,10.0,16.1,39.5945,-104.03683333333333,0.94,1.51,76.1,24.5,297.65,66710.0,0.66,0.00151496,0.78077788,0.00005,-0.00004444,18.36666667,5.598,high Re,0.032222,16.3,0.026618,4.21058,0.071335,0.490827,0.078559,17.820626,0.009811,4.96825,0.008113,1.283364,0.021743,0.490703,0.078094,5.431726,""
