balloonsize,beacons,day,detected_burst.burst_ft,detected_burst.burst_m,detected_burst.detected,flight,flighttime,flighttime_secs,h2fill,landing_location.altitude_ft,landing_location.altitude_m,landing_location.distance_from_launch_km,landing_location.distance_from_launch_mi,landing_location.latitude,landing_location.longitude,launch_location.altitude_ft,launch_location.altitude_m,launch_location.latitude,launch_location.longitude,liftfactor,maxaltitude_ft,maxaltitude_m,numpoints,parachute.description,parachute.size_ft,parachute.size_m,parachute.weight_kg,parachute.weight_lb,range_distance_traveled_km,range_distance_traveled_mi,reynolds_transitions,weights.balloon_kg,weights.balloon_lb,weights.client_kg,weights.client_lb,weights.eoss_kg,weights.eoss_lb,weights.gross_kg,weights.gross_lb,weights.necklift_kg,weights.necklift_lb,weights.neckload_kg,weights.neckload_lb,weights.parachute_kg,weights.parachute_lb
1500gm,"[""KE0BMV-11"",""AE0SS-9""]",2023-01-14,0.0,0.0,false,EOSS-334,1hrs 59mins 52secs,7192.0,285,5519.0,1682.19,121.6,75.56,39.7735,-102.63616666666667,5215.0,1589.53,39.60816666666667,-104.042,1.30,86211.0,26277.11,212,Rocketman,10.0,3.05,1.02,2.25,121.6,75.56,"[{""altitude_ft"":55507.0,""altitude_m"":16918.53,""transition"":""high_to_low""}]",1.5,3.31,3.38,7.46,1.47,3.23,7.37,16.24,8.08,17.81,5.86,12.93,1.02,2.25
